02	03	05	09	13	28
01	07	10	11	26	27
05	13	14	23	25	31
05	06	09	14	21	33
02	06	13	22	29	31
14	15	21	24	27	32
01	16	17	21	27	30
01	14	23	25	29	30
02	06	11	26	28	29
04	05	06	11	21	31
11	20	21	22	24	27
11	18	19	22	24	32
08	10	15	19	23	28
09	16	21	25	26	31
08	09	15	22	30	33
01	02	08	11	14	21
02	14	20	22	30	32
04	10	11	25	30	31
06	12	13	15	18	26
04	06	16	27	29	33
03	10	14	16	22	23
05	10	17	19	29	32
01	03	12	15	19	23
08	14	16	18	21	23
07	12	14	15	17	20
08	09	15	17	30	32
12	15	20	25	27	31
03	06	07	12	25	26
01	14	15	20	23	30
01	21	23	25	31	33
04	08	10	14	18	20
01	04	11	28	31	32
04	07	08	18	23	24
02	05	06	16	28	29
04	19	22	27	30	33
05	10	18	19	30	31
02	06	11	12	19	29
09	10	12	19	22	29
08	11	13	19	28	31
07	08	09	15	22	27
10	18	19	29	32	33
05	07	10	23	28	29
01	07	10	16	22	33
11	12	13	16	23	25
07	09	18	22	23	29
03	06	13	14	19	28
03	05	06	13	20	22
01	05	06	16	25	30
01	05	11	20	22	24
03	08	14	20	24	26
14	18	21	25	28	29
03	05	14	25	26	30
01	12	16	20	22	24
03	07	14	23	25	27
05	07	18	19	22	24
01	02	04	15	17	22
01	04	08	09	14	15
01	03	06	19	21	29
02	06	16	23	30	31
03	06	16	23	26	30
06	11	14	23	26	30
02	03	06	14	31	32
01	06	14	22	25	26
02	11	12	23	29	31
02	06	10	22	30	31
01	03	04	10	18	29
01	04	06	17	19	26
02	05	08	10	12	21
02	10	16	22	24	28
12	16	20	22	25	31
01	07	22	24	26	31
06	07	12	20	26	27
05	10	13	24	26	31
04	08	09	15	19	25
01	09	13	22	28	32
18	20	22	23	30	31
13	14	18	19	21	28
07	12	13	20	24	31
02	03	09	23	28	33
04	09	11	15	29	31
07	08	18	24	29	31
02	05	09	15	24	25
10	12	20	24	27	29
01	08	14	15	20	29
05	08	09	14	15	19
02	05	08	10	32	33
04	13	14	23	26	32
05	07	16	20	21	25
08	16	19	21	31	32
08	13	16	23	27	31
01	02	04	07	10	23
04	10	13	15	22	27
15	19	23	28	29	33
02	04	12	14	17	24
01	04	08	13	24	27
11	15	20	22	25	30
01	02	05	10	24	27
01	06	14	24	28	32
04	07	08	19	32	33
05	07	15	20	23	30
05	08	15	24	27	31
06	10	16	26	27	29
01	07	09	20	23	30
02	15	21	23	25	30
07	08	12	13	22	30
02	04	11	14	27	30
03	10	12	19	27	30
02	15	16	17	22	32
09	21	25	26	29	31
01	03	04	11	18	22
02	06	15	16	18	32
02	05	10	22	32	33
04	08	10	12	31	33
04	06	08	12	23	25
01	02	03	17	25	31
03	07	08	10	22	23
05	08	16	22	27	29
01	08	09	14	17	32
06	08	18	20	23	31
08	11	28	29	31	33
10	11	14	15	16	24
10	11	12	23	26	29
05	08	19	25	28	30
02	06	08	09	15	29
07	13	15	27	28	29
02	04	05	24	26	33
02	04	08	26	29	33
06	11	12	22	23	30
05	13	17	26	27	30
01	04	08	15	27	32
15	19	23	24	25	32
09	11	14	20	25	26
